,freq,prob
ɛdʒ,77,1.1187756119702597e-05
ɛf,127,1.845253282080818e-05
ɛk,724,0.00010519396663200883
ɛl,482,7.003244739865782e-05
ɛls,320,4.649457088707573e-05
ɛm,962,0.00013977430372927142
ɛmp,104,1.5110735538299612e-05
ɛn,826,0.00012001411110226422
ɛnd,534,7.758781516780762e-05
ɛndz,50,7.264776701105583e-06
ɛs,1710,0.0002484553631778109
ɪ,5283,0.0007675963062388158
ɪŋ,5063,0.0007356312887539514
ɪŋz,86,1.2495415925901603e-05
ɪf,3006,0.0004367583752704676
ɪɡ,1207,0.00017537170956468876
ɪk,2537,0.00036861476981409725
ɪks,141,2.0486670297117744e-05
ɪl,101,1.4674848936233277e-05
ɪm,1768,0.00025688250415109343
ɪn,29906,0.0043452082404652715
ɪnɲ,24,3.48709281653068e-06
ɪst,132,1.917901049091874e-05
ɪt,11504,0.0016714798233903724
ɪts,2659,0.00038634082496479487
ɪz,9517,0.0013827775972884366
ɲɑː,114,1.6563690878520728e-05
ɲɑːdʒ,81,1.1768938255791044e-05
ɲɑːdʒd,34,4.940048156751797e-06
ɲɑːns,147,2.1358443501250415e-05
ɲeɪm,54,7.845958837194029e-06
ɲeɪn,213,3.094794874670978e-05
ɲeɪndʒ,332,4.823811729534107e-05
ɲeɪndʒd,245,3.5597405835417353e-05
ɲeɪnz,16,2.3247285443537863e-06
ɲaɪ,110,1.5982508742432283e-05
ɲaɪld,484,7.032303846670204e-05
ɲɜːɲ,167,2.4264354181692645e-05
ɲɔɪs,102,1.4820144470255388e-05
ɲəʊ,66,9.58950524545937e-06
ɲɪə,42,6.1024124289286895e-06
ɲɛə,68,9.880096313503593e-06
ɲɛəɜ˞,119,1.729016854863129e-05
ɲɛəz,38,5.521230292840243e-06
ɲʊə,405,5.884469127895522e-05
ɲʊəl,178,2.5862605055935876e-05
ɲə,305,4.431513787674406e-05
ɲəɜ˞,1383,0.00020094372355258043
ɲəd,76,1.1042460585680486e-05
ɲən,412,5.9861760017110005e-05
ɲənd,17,2.4700240783758984e-06
ɲənz,156,2.2666103307449417e-05
ɲəz,401,5.826350914286678e-05
ɲɛ,60,8.717732041326699e-06
ɲɛk,95,1.3803075732100607e-05
ɲɛst,43,6.2477079629508015e-06
ɲɪ,88,1.2786006993945825e-05
ɲɪŋ,424,6.160530642537534e-05
ɲɪl,673,9.778389439688115e-05
ɲɪn,131,1.9033714956896626e-05
ɲɪz,390,5.666525826862354e-05
ɲʊ,279,4.053745399216915e-05
ɲiː,53,7.700663303171917e-06
ɲiːf,115,1.670898641254284e-05
ɲiːp,51,7.410072235127694e-06
ɲɻə,82,1.1914233789813157e-05
ɲɻəl,176,2.557201398789165e-05
ɲuːn,36,5.23063922479602e-06
ɲuːz,72,1.046127844959204e-05
ɲæ,194,2.8187333600289662e-05
ɲæp,153,2.2230216705383082e-05
ŋɪŋ,232,3.3708563893129907e-05
ɒ,2612,0.00037951193486575563
ɒb,395,5.739173593873411e-05
ɒd,74,1.0751869517636262e-05
ɒf,831,0.00012074058877237478
ɒks,47,6.828890099039248e-06
ɒn,7030,0.001021427604175445
ɒp,71,1.0315982915569927e-05
ɒv,30108,0.004374557938337738
ʃɑːp,91,1.322189359601216e-05
ʃɔː,258,3.748624777770481e-05
ʃɔːɜ˞,402,5.840880467688888e-05
ʃɔːt,260,3.777683884574903e-05
ʃaɪ,62,9.008323109370923e-06
ʃɜːt,52,7.555367769149806e-06
ʃəʊ,307,4.4605728944788276e-05
ʃəʊl,133,1.932430602494085e-05
ʃəʊn,85,1.235012039187949e-05
ʃəʊz,69,1.0025391847525705e-05
ʃaʊ,98,1.4238962334166942e-05
ʃɛəd,45,6.538299030995025e-06
ʃʊəl,94,1.3657780198078496e-05
ʃə,1665,0.00024191706414681592
ʃəɜ˞,165,2.3973763113648423e-05
ʃəs,430,6.247707962950802e-05
ʃn̩,8969,0.0013031556446443193
ʃn̩t,177,2.5717309521913763e-05
ʃn̩ts,29,4.213570486641238e-06
ʃn̩z,2248,0.000326624360481707
ʃɪŋ,304,4.4169842342721945e-05
ʃɪf,30,4.3588660206633495e-06
ʃɪp,421,6.116941982330901e-05
ʃɪps,92,1.3367189130034272e-05
ʃɪz,144,2.092255689918408e-05
ʃl̩,1246,0.00018103823539155112
ʃɒt,100,1.4529553402211166e-05
ʃʊd,990,0.00014384257868189053
ʃʌ,58,8.427140973282477e-06
ʃiː,4166,0.0006053011947361171
ʃiːz,217,3.152913088279823e-05
ʃɻaʊd,40,5.811821360884466e-06
ʃuː,155,2.2520807773427308e-05
ʃæ,138,2.005078369505141e-05
ʃæl,230,3.341797282508568e-05
θɔːt,746,0.00010839046838049529
θɜː,134,1.946960155896296e-05
θɜːd,197,2.8623220202355997e-05
θaʊ,175,2.542671845386954e-05
θɪə,274,3.981097632205859e-05
θə,159,2.3101989909515752e-05
θədz,67,9.73480077948148e-06
θɛ,113,1.6418395344498618e-05
θɪ,231,3.3563268359107794e-05
θɪŋ,2633,0.00038256314108022
θɪŋk,1220,0.00017726055150697623
θɪŋz,622,9.037382216175346e-05
θɒ,195,2.833262913431177e-05
θɻɛt,61,8.86302757534881e-06
θɻiː,645,9.371561944426202e-05
θɻuː,1108,0.00016098745169649972
θæŋk,107,1.5546622140365948e-05
ʌ,2204,0.00032023135698473407
ʌn,2463,0.000357862900296461
ʌp,2802,0.00040711808632995684
ʌs,877,0.00012742418333739193
ʒə,324,4.7075753023164175e-05
ʒəɜ˞,207,3.0076175542577112e-05
ʒəz,57,8.281845439260364e-06
ʒn̩,721,0.0001047580800299425
ʒn̩z,185,2.6879673794090656e-05
ʒl̩,137,1.9905488161029296e-05
dʒɔːdʒ,84,1.2204824857857379e-05
dʒɜː,381,5.535759846242454e-05
dʒɔɪ,189,2.7460855930179104e-05
dʒʊə,120,1.7435464082653398e-05
dʒə,536,7.787840623585184e-05
dʒəɜ˞,544,7.904077050802875e-05
dʒən,290,4.213570486641238e-05
dʒənt,187,2.717026486213488e-05
dʒəz,204,2.9640288940510777e-05
dʒɛ,953,0.0001384666439230724
dʒɛk,248,3.603329243748369e-05
dʒɛkt,87,1.2640711459923714e-05
dʒɛst,83,1.2059529323835268e-05
dʒɪ,1215,0.00017653407383686566
dʒɪŋ,295,4.2862182536522936e-05
dʒɪk,108,1.5691917674388057e-05
dʒɪkt,220,3.1965017484864566e-05
dʒɪn,208,3.0221471076599225e-05
dʒɪz,768,0.00011158697012898176
dʒɒbz,89,1.2931302527967938e-05
dʒɒn,212,3.080265321268767e-05
dʒʊ,367,5.332346098611498e-05
dʒʌ,170,2.470024078375898e-05
dʒʌdʒ,116,1.6854281946564953e-05
dʒʌst,1390,0.00020196079229073521
dʒiː,270,3.922979418597015e-05
dʒuː,237,3.4435041563240464e-05
dʒæ,157,2.281139884147153e-05
bɑːθ,93,1.3512484664056385e-05
bɔːd,173,2.5136127385825315e-05
bɔːl,145,2.106785243320619e-05
bɔːn,123,1.7871350684719733e-05
bɔːt,90,1.307659806199005e-05
beɪ,692,0.00010054450954330126
baɪ,4894,0.0007110763435042145
bɜː,136,1.9760192627007187e-05
bɜːθ,97,1.4093666800144831e-05
bɔɪ,289,4.1990409332390265e-05
bəʊθ,609,8.8484980219466e-05
baʊt,2506,0.0003641106082594118
bə,1138,0.00016534631771716307
bəɜ˞,3879,0.0005636013764717711
bəd,121,1.758075961667551e-05
bəz,386,5.60840761325351e-05
bɛ,785,0.00011405699420735766
bɛd,341,4.954577710154007e-05
bɛst,349,5.070814137371697e-05
bɪ,7936,0.0011530653579994781
bɪɡ,317,4.605868428500939e-05
bɪl,296,4.300747807054505e-05
bɪlt,139,2.019607922907352e-05
bɪt,325,4.722104855718629e-05
bɪz,356,5.172521011187175e-05
bl̩,6021,0.0008748244103471343
bl̩d,151,2.193962563733886e-05
bɒ,1017,0.00014776555810048754
bʊks,171,2.4845536317781093e-05
bʌ,250,3.632388350552791e-05
bʌt,5416,0.0007869206122637567
bʌv,223,3.24009040869309e-05
biː,8505,0.0012357385168580597
biːn,2714,0.000394332079336011
bjuː,353,5.1289323509805414e-05
bləmz,240,3.4870928165306796e-05
blɪ,1030,0.00014965440004277502
blɪŋ,118,1.7144873014609176e-05
blɪʃt,146,2.1213147967228302e-05
blɪk,397,5.7682327006778326e-05
blæk,379,5.5067007394380315e-05
bɻəʊ,122,1.772605515069762e-05
bɻɪ,722,0.00010490337556396462
bɻɪŋ,180,2.61531961239801e-05
bæŋ,59,8.572436507304588e-06
bæd,276,4.010156739010282e-05
bæk,1400,0.00020341374763095633
d,256,3.719565670966058e-05
dɑːk,244,3.545211030139524e-05
dɔː,191,2.7751446998223327e-05
dɔːɜ˞,388,5.6374667200579324e-05
deɪ,1528,0.0002220115759857866
deɪn,209,3.0366766610621334e-05
deɪz,455,6.61094679800608e-05
daɪd,130,1.8888419422874516e-05
dəʊ,392,5.695584933666777e-05
dəʊnt,1134,0.00016476513558107462
daʊn,1334,0.00019382424238549695
də,1727,0.00025092538725618685
dəɜ˞,1850,0.0002687967379409066
dəd,375,5.448582525829187e-05
dəm,322,4.6785161955119956e-05
dən,625,9.080970876381979e-05
dəns,365,5.3032869918070755e-05
dənt,512,7.439131341932116e-05
dəs,252,3.661447457357214e-05
dəz,422,6.131471535733111e-05
dɛ,928,0.00013483425557251963
dɛθ,227,3.298208622301935e-05
dɛd,203,2.9494993406488667e-05
dɛn,278,4.039215845814704e-05
dn̩,773,0.00011231344779909232
dn̩t,1313,0.0001907730361710326
dn̩ts,200,2.9059106804422332e-05
dɪ,12465,0.0018111088315856218
dɪŋ,2157,0.0003134024668856948
dɪʃ,70,1.0170687381547816e-05
dɪd,3325,0.00048310765062352124
dɪk,164,2.3828467579626313e-05
dɪs,793,0.00011521935847953455
dɪz,255,3.7050361175638475e-05
dl̩,501,7.279306254507794e-05
dɒ,298,4.3298069138589274e-05
dɒk,417,6.058823768722056e-05
dʌ,2930,0.0004257159146847871
dʌk,314,4.562279768294306e-05
dʌn,428,6.218648856146379e-05
dʌs,181,2.6298491658002208e-05
dʌz,488,7.090422060279048e-05
diː,1053,0.00015299619732528358
diːl,183,2.6589082726046434e-05
diːp,192,2.789674253224544e-05
djʊə,408,5.9280577881021554e-05
djəns,78,1.1333051653724708e-05
djuːs,190,2.7606151464201214e-05
dɻaɪv,96,1.394837126612272e-05
dɻəd,201,2.920440233844444e-05
dɻən,669,9.72027122607927e-05
duː,2473,0.00035931585563668214
fɑː,629,9.139089089990823e-05
fɑːst,103,1.4965440004277501e-05
fɔː,1202,0.0001746452318945782
fɔːɜ˞,9778,0.0014206997316682077
fɔːl,150,2.179433010331675e-05
fɔːmd,154,2.2375512239405195e-05
feɪs,452,6.567358137799447e-05
faɪ,1064,0.0001545944481995268
faɪd,242,3.516151923335102e-05
faɪnd,586,8.514318293695743e-05
faɪv,299,4.344336467261139e-05
fɜː,423,6.146001089135323e-05
fɜːst,1235,0.0001794399845173079
faʊnd,511,7.424601788529906e-05
fɛəɜ˞,233,3.385385942715201e-05
fə,1325,0.00019251658257929795
fɛ,573,8.325434099466997e-05
fɛk,287,4.1699818264346046e-05
fɛkt,196,2.8477924668333884e-05
fɛlt,406,5.8989986812977335e-05
fɛns,152,2.2084921171360972e-05
fn̩,485,7.046833400072415e-05
fɪ,2690,0.00039084498651948036
fɪʃ,199,2.891381127040022e-05
fɪf,161,2.3392580977559978e-05
fɪs,360,5.23063922479602e-05
fɪt,228,3.3127381757041455e-05
fɒ,9042,0.0013137622186279337
fʊl,1266,0.00018394414607199335
fʌ,79,1.1478347187746821e-05
fʌŋk,112,1.6273099810476505e-05
fiː,611,8.877557128751022e-05
fjuː,966,0.00014035548586535985
fɻɛnɲ,158,2.2956694375493643e-05
fɻɛnd,269,3.9084498651948035e-05
fɻɪ,243,3.5306814767373134e-05
fɻɒm,4172,0.0006061729679402499
fɻiː,479,6.959656079659149e-05
fæ,733,0.00010650162643820784
fæk,301,4.3733955740655606e-05
fækt,514,7.468190448736539e-05
ɡeɪ,211,3.065735767866556e-05
ɡɜːl,285,4.140922719630182e-05
ɡɜːlz,163,2.36831720456042e-05
ɡəʊ,2254,0.00032749613368583967
ɡə,789,0.0001146381763434461
ɡəɜ˞,792,0.00011507406294551243
ɡɛ,697,0.00010127098721341182
ɡɛt,1248,0.00018132882645959534
ɡɪ,772,0.0001121681522650702
ɡɪst,73,1.0606573983614151e-05
ɡɪv,510,7.410072235127695e-05
ɡɒd,280,4.068274952619126e-05
ɡɒn,259,3.763154331172692e-05
ɡɒt,884,0.00012844125207554671
ɡʊd,1002,0.00014558612509015588
ɡʌ,549,7.97672481781393e-05
ɡjʊ,347,5.0417550305672744e-05
ɡɻeɪ,414,6.0152351085154224e-05
ɡɻeɪt,738,0.0001072281041083184
ɡɻə,111,1.6127804276454392e-05
ɡɻiː,373,5.4195234190247644e-05
ɡɻiːn,160,2.3247285443537865e-05
ɡɻuːp,310,4.5041615546854615e-05
ɡæ,329,4.780223069327473e-05
ɡæn,409,5.9425873415043667e-05
hɑːd,416,6.044294215319845e-05
hɑːf,387,5.622937166655721e-05
hɔːl,166,2.4119058647670535e-05
haɪ,855,0.00012422768158890546
hɜːɜ˞,3847,0.0005589519193830635
hɜːd,302,4.387925127467772e-05
həʊ,265,3.850331651585959e-05
həʊl,680,9.880096313503592e-05
həʊm,535,7.773311070182974e-05
haʊ,1929,0.0002802750851286534
haʊs,713,0.00010359571575776561
hɪəɜ˞,972,0.00014122725906949254
hɛ,495,7.192128934094526e-05
hɛl,202,2.9349697872466555e-05
hɛld,225,3.269149515497512e-05
hɛlp,434,6.305826176559645e-05
hɪ,477,6.930596972854726e-05
hɪm,3024,0.00043937369488286567
hɪz,5564,0.0008084243512990292
hiː,8928,0.0012971985277494128
hjuː,457,6.640005904810503e-05
huː,2423,0.00035205107893557653
hæ,1625,0.00023610524278593143
hæd,6240,0.0009066441322979767
hæn,222,3.2255608552908785e-05
hænd,555,8.063902138227197e-05
hændz,284,4.126393166227971e-05
hæps,474,6.887008312648093e-05
hæv,4769,0.0006929144017514505
hæz,2118,0.0003077359410588325
iː,3097,0.0004499802688664798
iːɲ,631,9.168148196795245e-05
jɔːɜ˞,1612,0.00023421640084364398
jɪəɜ˞,508,7.381013128323272e-05
jɪəz,913,0.00013265482256218794
jʊə,330,4.7947526227296845e-05
jɛt,468,6.799830992234825e-05
jʌŋ,540,7.84595883719403e-05
juː,12598,0.0018304331376105627
juːs,333,4.8383412829363184e-05
juːzd,377,5.4776416326336096e-05
kɑːnt,355,5.157991457784964e-05
kɔː,705,0.00010243335148558872
kɔːld,471,6.84341965244146e-05
kɔːs,700,0.00010170687381547816
kɔːz,129,1.8743123888852404e-05
keɪ,1655,0.00024046410880659478
kaɪnd,513,7.453660895334328e-05
kɜː,206,2.9930880008555003e-05
kaʊn,393,5.710114487068988e-05
kaʊnt,219,3.181972195084245e-05
kə,3138,0.0004559373857613864
kəm,1213,0.00017624348276882145
kən,4497,0.0006533940164974361
kənd,420,6.1024124289286895e-05
kɪŋ,2496,0.00036265765291919067
kl̩,2230,0.000324009040869309
kɒ,1525,0.00022157568938372028
kɒm,499,7.250247147703372e-05
kɒn,1714,0.0002490365453138994
kɒz,1337,0.00019426012898756328
kʊ,312,4.5332206614898834e-05
kʊd,1876,0.0002725744218254815
kʌ,1540,0.00022375512239405194
kʌl,263,3.8212725447815365e-05
kʌm,1919,0.00027882212978843225
kʌmz,334,4.852870836338529e-05
kʌn,654,9.502327925046103e-05
kiːp,350,5.085343690773908e-05
kjʊə,246,3.5742701369439466e-05
kjuː,389,5.6519962734601436e-05
klɑːs,294,4.271688700250083e-05
klaɪ,128,1.859782835483029e-05
klɪə,188,2.731556039615699e-05
klæ,148,2.1503739035272524e-05
kɻiː,520,7.555367769149807e-05
kɻiːs,124,1.8016646218741846e-05
kwaɪ,543,7.889547497400663e-05
kwaɪt,550,7.991254371216141e-05
kwɒ,291,4.228100040043449e-05
kæ,1674,0.00024322472395301491
kæn,2312,0.0003359232746591221
lɑː,267,3.879390758390381e-05
lɑːdʒ,458,6.654535458212714e-05
lɑːst,662,9.618564352263792e-05
leɪ,2202,0.0003199407659166899
laɪ,812,0.00011797997362595467
laɪf,794,0.00011536465401355665
laɪk,2326,0.0003379574121354317
ləʊ,1492,0.00021678093676099058
ləʊn,277,4.024686292412493e-05
lɪəɜ˞,143,2.0777261365161967e-05
lə,3364,0.0004887741764503836
ləɜ˞,1047,0.00015212442412115091
ləns,281,4.0828045060213376e-05
ləp,286,4.1554522730323933e-05
lɛ,969,0.0001407913724674262
lɛft,572,8.310904546064787e-05
lɛk,695,0.00010098039614536761
lɛs,653,9.487798371643891e-05
lɛt,407,5.913528234699944e-05
lɪ,19728,0.002866390295188219
lɪŋ,1296,0.0001883030120926567
lɪs,571,8.296374992662576e-05
lɪv,235,3.414445049519624e-05
lɒŋ,1419,0.00020617436277737644
lɒst,210,3.0512062144643447e-05
lɒt,321,4.663986642109784e-05
liːst,394,5.7246440404711994e-05
ljəɜ˞,169,2.455494524973687e-05
ljən,346,5.027225477165063e-05
luː,547,7.947665711009508e-05
mɑː,648,9.415150604632835e-05
mɔː,462,6.712653671821559e-05
meɪ,2096,0.000304539439310346
meɪd,1040,0.00015110735538299613
meɪk,902,0.0001310565716879447
maɪ,3265,0.00047438991858219455
maɪlz,140,2.034137476309563e-05
maɪt,739,0.00010737339964234052
məʊ,1050,0.00015256031072321725
məʊst,1736,0.0002522330470623858
maʊn,126,1.830723728678607e-05
mə,2484,0.00036091410651092534
məɜ˞,464,6.741712778625981e-05
mən,1666,0.000242062359680838
məs,359,5.2161096713938084e-05
məz,182,2.644378719202432e-05
mɛ,2258,0.0003280773158219281
mɛm,725,0.00010533926216603095
mɛn,1368,0.00019876429054224874
mɪ,5397,0.0007841599971173366
mɪŋ,811,0.00011783467809193255
mɪk,345,5.012695923762852e-05
mɪn,617,8.964734449164288e-05
mɪs,380,5.521230292840243e-05
ml̩,326,4.73663440912084e-05
mɒ,777,0.00011289462993518075
mʌ,1158,0.0001682522283976053
mʌɲ,1187,0.00017246579888424653
mʌŋ,306,4.4460433410766164e-05
mʌnθs,226,3.2836790688997236e-05
mʌst,920,0.00013367189130034272
miː,3183,0.0004624756847923814
mjuː,541,7.86048839059624e-05
muːv,473,6.872478759245881e-05
mæ,2188,0.0003179066284403803
neɪ,1275,0.00018525180587819235
naɪt,619,8.993793555968711e-05
nəʊ,4726,0.0006866666937884997
naʊ,1827,0.000265454940658398
nə,2804,0.0004074086773980011
nəɜ˞,698,0.00010141628274743394
nənt,268,3.893920311792592e-05
nəz,300,4.35886602066335e-05
nɛ,1319,0.00019164480937516526
nɪ,7068,0.0010269488344682852
nɪŋ,2054,0.0002984370268814173
nɪʃt,174,2.5281422919847428e-05
nɪs,1182,0.00017173932121413598
nɒ,891,0.0001294583208137015
nɒt,5357,0.0007783481757564521
nʌ,1239,0.00018002116665339634
nʌm,3025,0.00043951899041688773
niːd,472,6.85794920584367e-05
njuː,2094,0.00030424884824230183
næ,1048,0.000152269719655173
pɑːt,982,0.00014268021440971365
peɪ,1074,0.00015604740353974793
peɪn,382,5.550289399644665e-05
pɜː,1018,0.00014791085363450966
pɜːɜ˞,364,5.288757438404864e-05
pɔɪnt,490,7.119481167083471e-05
pəʊzd,218,3.167442641682034e-05
pɪə,429,6.23317840954859e-05
pɪəɜ˞,142,2.0631965831139854e-05
pɛə,366,5.317816545209287e-05
pə,4704,0.0006834701920400133
pəɜ˞,589,8.557906953902377e-05
pən,475,6.901537866050303e-05
pənd,335,4.86740038974074e-05
pɛ,374,5.434052972426976e-05
pɪ,1350,0.00019614897092985073
pl̩,2245,0.00032618847387964065
pɒ,1689,0.0002454041569633466
pɒn,308,4.475102447881039e-05
piː,2509,0.0003645464948614781
pleɪ,693,0.00010068980507732338
pleɪs,615,8.935675342359867e-05
plɪ,560,8.136549905238253e-05
pɻəʊ,784,0.00011391169867333554
pɻə,1898,0.0002757709235739679
pɻɛ,1078,0.00015662858567583635
pɻɪ,1570,0.0002281139884147153
pɻɒ,1740,0.0002528142291984743
pæ,1295,0.0001881577165586346
ɻɑː,569,8.267315885858154e-05
ɻeɪ,1474,0.00021416561714859259
ɻaɪ,641,9.313443730817357e-05
ɻaɪt,1061,0.00015415856159746045
ɻəʊd,266,3.86486120498817e-05
ɻaʊnd,847,0.00012306531731672856
ɻɪə,1253,0.0001820553041297059
ɻə,2710,0.0003937508971999226
ɻək,193,2.804203806626755e-05
ɻəl,821,0.00011928763343215366
ɻən,8638,0.0012550628228830004
ɻənts,271,3.937508971999226e-05
ɻɛ,2502,0.00036352942612332334
ɻɛd,339,4.9255186033495854e-05
ɻɛkt,273,3.966568078803648e-05
ɻɪ,14356,0.002085862686421435
ɻɪŋ,1921,0.0002791127208564765
ɻɪdʒ,369,5.36140520541592e-05
ɻɪd,450,6.538299030995025e-05
ɻʌ,451,6.552828584397235e-05
ɻiː,1343,0.00019513190219169594
sɔː,593,8.616025167511222e-05
seɪ,1460,0.00021213147967228302
seɪf,184,2.6734378260068543e-05
seɪm,676,9.821978099894748e-05
saɪ,1529,0.00022215687151980873
saɪd,1232,0.00017900409791524156
sɜː,1640,0.00023828467579626312
səʊ,4974,0.0007226999862259834
sə,5391,0.0007832882239132039
səɜ˞,568,8.252786332455942e-05
sək,327,4.7511639625230513e-05
sɛ,2014,0.00029262520552053285
sɛd,2772,0.0004027592203092935
sɛlf,1582,0.00022985753482298064
sɛnt,817,0.00011870645129606523
sɛp,400,5.8118213608844664e-05
sn̩t,361,5.245168778198231e-05
sɪ,5836,0.0008479447365530436
sɪŋ,1223,0.00017769643810904256
sɪm,598,8.688672934522277e-05
sɪns,500,7.264776701105582e-05
sɪs,362,5.2596983316004416e-05
sɪv,652,9.47326881824168e-05
sɪz,3118,0.00045303147508094415
sʌɲ,942,0.0001368683930488292
sʌb,411,5.971646448308789e-05
sʌm,3476,0.0005050472762608601
siː,3491,0.0005072267092711917
siːmd,415,6.029764661917634e-05
skʌ,315,4.576809321696517e-05
smɔːl,530,7.700663303171918e-05
spɪə,303,4.402454680869983e-05
spɛ,632,9.182677750197457e-05
spɛk,481,6.988715186463571e-05
spɛkt,318,4.6203979819031504e-05
stɑːt,216,3.1383835348776114e-05
steɪt,433,6.291296623157435e-05
stə,683,9.923684973710227e-05
stəɜ˞,1165,0.00016926929713576008
stɪ,948,0.00013774016625296186
stɪd,638,9.269855070610723e-05
stɪl,923,0.00013410777790240906
stʊd,215,3.123853981475401e-05
stʌ,370,5.375934758818131e-05
stɻʌk,348,5.0562845839694856e-05
sæ,498,7.235717594301161e-05
tɔː,439,6.378473943570701e-05
teɪ,1624,0.00023595994725190934
taɪ,730,0.00010606573983614151
taɪm,1951,0.00028347158687713986
taɪmz,643,9.342502837621779e-05
tɜː,635,9.22626641040409e-05
tɜːnd,443,6.436592157179546e-05
təʊ,531,7.715192856574129e-05
təʊld,491,7.134010720485683e-05
tə,5053,0.0007341783334137302
təɜ˞,5687,0.000826295701983749
təz,1164,0.00016912400160173796
tɛ,1077,0.00015648329014181426
tɛk,515,7.482720002138751e-05
tɛl,584,8.485259186891321e-05
tɛn,949,0.00013788546178698395
tn̩,1276,0.00018539710141221447
tɪ,9161,0.0013310523871765648
tɪŋ,3142,0.0004565185678974748
tɪd,5259,0.0007641092134222852
tɪk,603,8.761320701533333e-05
tɪn,254,3.690506564161636e-05
tɪv,1453,0.00021111441093412824
tɪz,1066,0.00015488503926757103
tl̩,2464,0.0003580081958304831
