,freq,prob
brɪŋ,186,0.0001840411
baɪt,186,0.0001840411
ɒuː,186,0.0001840411
reː,185,0.0001830516
kʊɐ,185,0.0001830516
zax,184,0.0001820621
prɪn,183,0.0001810727
zɪp,182,0.0001800832
lɔk,182,0.0001800832
ɡar,182,0.0001800832
ʃviː,182,0.0001800832
zuːx,181,0.0001790937
tuː,181,0.0001790937
faːr,181,0.0001790937
tsjoːn,180,0.0001781043
raʊm,180,0.0001781043
ʃteːt,180,0.0001781043
ʃaɪ,180,0.0001781043
xn,179,0.0001771148
smar,178,0.0001761253
fas,178,0.0001761253
taːh,177,0.0001751359
fm,177,0.0001751359
tsyː,176,0.0001741464
traɪ,176,0.0001741464
ʃliː,176,0.0001741464
ɪh,176,0.0001741464
park,174,0.0001721674
mɛnt,174,0.0001721674
ʃteːn,174,0.0001721674
kuː,173,0.000171178
kre,173,0.000171178
kʊs,173,0.000171178
fʏn,173,0.000171178
lu,172,0.0001701885
ɒiːn,172,0.0001701885
klap,171,0.000169199
baːt,171,0.000169199
ʃteː,171,0.000169199
tuːɐ,170,0.0001682096
par,170,0.0001682096
laʊ,170,0.0001682096
kʊn,170,0.0001682096
ʃvɪm,170,0.0001682096
has,169,0.0001672201
fɛl,169,0.0001672201
vɔxŋ,168,0.0001662306
ɪj,168,0.0001662306
fals,167,0.0001652412
ɪçt,167,0.0001652412
vʏɐn,166,0.0001642517
naːr,166,0.0001642517
neːn,165,0.0001632622
liːn,165,0.0001632622
tiː,164,0.0001622728
ruːf,164,0.0001622728
jeːn,164,0.0001622728
iːɐn,164,0.0001622728
zɛl,163,0.0001612833
tiːm,162,0.0001602938
taɪl,162,0.0001602938
fʊɐt,160,0.0001583149
aːmts,160,0.0001583149
nɪks,159,0.0001573254
kvɛl,158,0.000156336
kaf,158,0.000156336
zɔnst,157,0.0001553465
vɛç,157,0.0001553465
t,157,0.0001553465
laː,157,0.0001553465
kal,157,0.0001553465
zaɪ,155,0.0001533676
rɪn,155,0.0001533676
fʏmf,155,0.0001533676
su,154,0.0001523781
seːn,154,0.0001523781
baːɐn,154,0.0001523781
ɒaɪm,154,0.0001523781
kœl,153,0.0001513886
markt,151,0.0001494097
hoː,151,0.0001494097
daxt,151,0.0001494097
dat,151,0.0001494097
fə,150,0.0001484202
tsiː,149,0.0001474307
diːs,148,0.0001464413
jə,147,0.0001454518
tsjoː,146,0.0001444623
klaɪ,145,0.0001434729
sʊns,144,0.0001424834
buːxt,144,0.0001424834
mʏst,143,0.0001414939
mɛs,143,0.0001414939
fɛːɐt,143,0.0001414939
ɒɪh,143,0.0001414939
ɛ,143,0.0001414939
vʏn,142,0.0001405045
maɪs,142,0.0001405045
ʃə,142,0.0001405045
zɪ,141,0.000139515
ɡo,141,0.000139515
ɡʏɐt,141,0.000139515
ɒɔp,141,0.000139515
xɐ,140,0.0001385255
taːɡ,140,0.0001385255
meː,140,0.0001385255
kɔmt,140,0.0001385255
ʃtɪmt,140,0.0001385255
vo,139,0.0001375361
naxt,139,0.0001375361
lɛŋ,139,0.0001375361
bənts,139,0.0001375361
ʃøːŋ,139,0.0001375361
ŋə,139,0.0001375361
ʒə,138,0.0001365466
nɪts,137,0.0001355571
nɪs,137,0.0001355571
kŋ,137,0.0001355571
fraŋk,136,0.0001345677
dɪŋ,136,0.0001345677
ɒaːmt,136,0.0001345677
lɔʏ,135,0.0001335782
dɪ,135,0.0001335782
ɒɔɐ,135,0.0001335782
zɪt,134,0.0001325887
leːkt,134,0.0001325887
ɡaːl,134,0.0001325887
fryːɐ,134,0.0001325887
blaɪm,134,0.0001325887
fo,133,0.0001315993
zi,132,0.0001306098
vɪʃ,132,0.0001306098
jɔt,132,0.0001306098
baʊ,131,0.0001296203
ʃpeːt,131,0.0001296203
tsvoː,130,0.0001286309
bɪl,130,0.0001286309
sɪl,129,0.0001276414
prak,129,0.0001276414
kœp,129,0.0001276414
ɪŋ,129,0.0001276414
tsɪ,128,0.0001266519
ɒʏp,128,0.0001266519
ɪʃ,128,0.0001266519
zɛn,127,0.0001256624
rɛkt,127,0.0001256624
ʃaf,127,0.0001256624
vɛ,126,0.000124673
krɪs,126,0.000124673
flɛks,126,0.000124673
ɒɔʏ,126,0.000124673
sʊŋ,125,0.0001236835
nɪʃ,125,0.0001236835
dɔh,125,0.0001236835
dɔ,125,0.0001236835
ɒøː,125,0.0001236835
pa,124,0.000122694
nət,124,0.000122694
eːm,124,0.000122694
çiːɐ,124,0.000122694
zaːxt,123,0.0001217046
lo,123,0.0001217046
kvar,123,0.0001217046
jɛnʃ,123,0.0001217046
vaːn,122,0.0001207151
kən,122,0.0001207151
hɛd,122,0.0001207151
raɪts,121,0.0001197256
mɛɐ,121,0.0001197256
val,120,0.0001187362
mɪn,120,0.0001187362
kat,120,0.0001187362
ɡroː,120,0.0001187362
blaɪ,120,0.0001187362
ʃtal,120,0.0001187362
hɔʏt,119,0.0001177467
ɡɪp,119,0.0001177467
ʃtaɪn,118,0.0001167572
ra,117,0.0001157678
lɔʏft,117,0.0001157678
ko,117,0.0001157678
tɔl,116,0.0001147783
nʊnt,116,0.0001147783
lɪ,116,0.0001147783
traʊm,115,0.0001137888
nsvan,115,0.0001137888
leːŋ,115,0.0001137888
dʊɐ,115,0.0001137888
ʃɪk,115,0.0001137888
rɛnts,114,0.0001127994
mɪd,114,0.0001127994
ɡeːm,114,0.0001127994
çɐ,114,0.0001127994
tsaːl,113,0.0001118099
traː,113,0.0001118099
tʊŋs,113,0.0001118099
raːt,113,0.0001118099
plɛt,113,0.0001118099
drɪn,113,0.0001118099
siː,112,0.0001108204
kriː,112,0.0001108204
zm,111,0.000109831
knap,111,0.000109831
brʏk,111,0.000109831
haɪst,110,0.0001088415
brɔʏç,110,0.0001088415
jaːr,109,0.000107852
hɛl,109,0.000107852
fɛlt,109,0.000107852
dats,109,0.000107852
dət,109,0.000107852
zuːxt,108,0.0001068626
zɪçt,108,0.0001068626
veːks,108,0.0001068626
taɪ,108,0.0001068626
ɡa,108,0.0001068626
aɪns,108,0.0001068626
ɒeːɐ,108,0.0001068626
zeːns,107,0.0001058731
tɛː,107,0.0001058731
kɔŋ,107,0.0001058731
hɪm,107,0.0001058731
ɡlaɪ,107,0.0001058731
ʃliːs,107,0.0001058731
mʏl,106,0.0001048836
bi,106,0.0001048836
ət,106,0.0001048836
ɡlɪç,105,0.0001038942
dax,105,0.0001038942
çəm,105,0.0001038942
zʊt,104,0.0001029047
zʊŋ,104,0.0001029047
hɪç,104,0.0001029047
fraːŋ,104,0.0001029047
ʃoːm,104,0.0001029047
nɐt,103,0.0001019152
ftseːn,103,0.0001019152
fʊn,103,0.0001019152
ɒɪns,103,0.0001019152
əts,103,0.0001019152
trʊm,102,0.0001009257
taːn,102,0.0001009257
raɪçt,102,0.0001009257
lʊŋ,102,0.0001009257
iːm,102,0.0001009257
høː,102,0.0001009257
dɛm,102,0.0001009257
vants,101,9.99363e-05
təns,101,9.99363e-05
əm,101,9.99363e-05
vaː,100,9.89468e-05
ɡɪn,100,9.89468e-05
aʊʃ,99,9.79573e-05
ɒɛː,99,9.79573e-05
traʊ,98,9.69679e-05
nn,98,9.69679e-05
nøː,98,9.69679e-05
liːkt,98,9.69679e-05
paːr,97,9.59784e-05
ɡn,97,9.59784e-05
faːɐ,97,9.59784e-05
fʊns,97,9.59784e-05
draɪnt,97,9.59784e-05
ʊs,97,9.59784e-05
tsl,96,9.49889e-05
ɛks,96,9.49889e-05
zaːkt,95,9.39995e-05
veːk,95,9.39995e-05
tʃʊl,95,9.39995e-05
sas,95,9.39995e-05
kanst,95,9.39995e-05
ʃpiː,95,9.39995e-05
ɒeːɐst,95,9.39995e-05
vans,94,9.301e-05
vaːɐn,94,9.301e-05
vɛɐ,94,9.301e-05
toːɐ,94,9.301e-05
ba,94,9.301e-05
bəl,94,9.301e-05
ɒah,94,9.301e-05
tsmɪç,93,9.20205e-05
liːk,93,9.20205e-05
ɡəl,93,9.20205e-05
dɔɐ,93,9.20205e-05
mɪs,92,9.10311e-05
kɔl,92,9.10311e-05
hmɪt,92,9.10311e-05
